filename,xmin,ymin,xmax,ymax,class
100805.jpg,182,1014,549,1190,D40
100805.jpg,216,1269,467,1420,D40
100805.jpg,182,1014,549,1190,D40
100805.jpg,216,1269,467,1420,D40
100807.jpg,38,1636,801,1844,D12
100807.jpg,258,1182,608,1563,D40
100807.jpg,38,1636,801,1844,D12
100807.jpg,258,1182,608,1563,D40
100809.jpg,462,945,562,1013,D40
100809.jpg,160,1373,383,1558,D40
100809.jpg,462,945,562,1013,D40
100809.jpg,160,1373,383,1558,D40
100810.jpg,487,1077,624,1142,D40
100810.jpg,249,1326,616,1535,D40
100810.jpg,487,1077,624,1142,D40
100810.jpg,249,1326,616,1535,D40
100811.jpg,783,690,826,773,D00
100811.jpg,57,752,157,805,D00
100811.jpg,196,1224,499,1392,D40
100811.jpg,783,690,826,773,D00
100811.jpg,57,752,157,805,D00
100811.jpg,196,1224,499,1392,D40
100974.jpg,191,1273,600,1643,D12
100974.jpg,187,1269,631,1639,D20
100974.jpg,232,1657,314,1896,D40
100974.jpg,339,1675,538,1899,D20
100974.jpg,303,1073,531,1256,D40
100974.jpg,191,1273,600,1643,D12
100974.jpg,187,1269,631,1639,D20
100974.jpg,232,1657,314,1896,D40
100974.jpg,339,1675,538,1899,D20
100974.jpg,303,1073,531,1256,D40
100976.jpg,189,651,235,687,D40
100976.jpg,223,708,602,979,D35
100976.jpg,188,720,629,1415,D35
100976.jpg,189,651,235,687,D40
100976.jpg,223,708,602,979,D35
100976.jpg,188,720,629,1415,D35
100977.jpg,93,1126,343,1281,D20
100977.jpg,307,878,636,1126,D12
100977.jpg,619,1081,849,1274,D12
100977.jpg,353,1136,612,1291,D40
100977.jpg,93,1126,343,1281,D20
100977.jpg,307,878,636,1126,D12
100977.jpg,619,1081,849,1274,D12
100977.jpg,353,1136,612,1291,D40
100981.jpg,10,1062,414,1382,D41
100981.jpg,446,986,582,1265,D12
100981.jpg,3,1049,450,1424,D21
100981.jpg,10,1062,414,1382,D41
100981.jpg,446,986,582,1265,D12
100981.jpg,3,1049,450,1424,D21
101142.jpg,565,1800,657,1899,D40
101142.jpg,0,1189,376,1312,D10
101142.jpg,415,1093,562,1261,D40
101142.jpg,565,1800,657,1899,D40
101142.jpg,0,1189,376,1312,D10
101142.jpg,415,1093,562,1261,D40
101143.jpg,592,3,854,277,D35
101143.jpg,404,921,512,1167,D40
101143.jpg,16,781,357,863,D10
101143.jpg,390,1171,493,1286,D40
101143.jpg,592,3,854,277,D35
101143.jpg,404,921,512,1167,D40
101143.jpg,16,781,357,863,D10
101143.jpg,390,1171,493,1286,D40
101145.jpg,469,1658,558,1795,D40
101145.jpg,471,1764,631,1907,D40
101145.jpg,411,1245,524,1406,D40
101145.jpg,5,1240,391,1395,D10
101145.jpg,469,1658,558,1795,D40
101145.jpg,471,1764,631,1907,D40
101145.jpg,411,1245,524,1406,D40
101145.jpg,5,1240,391,1395,D10
101151.jpg,451,572,516,676,D40
101151.jpg,396,944,491,1030,D40
101151.jpg,452,1349,519,1489,D40
101151.jpg,451,572,516,676,D40
101151.jpg,396,944,491,1030,D40
101151.jpg,452,1349,519,1489,D40
101152.jpg,555,1243,857,1345,D10
101152.jpg,409,1155,511,1307,D40
101152.jpg,392,1072,472,1157,D40
101152.jpg,555,1243,857,1345,D10
101152.jpg,409,1155,511,1307,D40
101152.jpg,392,1072,472,1157,D40
101156.jpg,159,957,305,1079,D10
101156.jpg,254,1063,499,1334,D40
101156.jpg,159,957,305,1079,D10
101156.jpg,254,1063,499,1334,D40
101157.jpg,174,621,276,873,D00
101157.jpg,310,1025,629,1220,D40
101157.jpg,174,621,276,873,D00
101157.jpg,310,1025,629,1220,D40
101158.jpg,158,966,289,1087,D40
101158.jpg,350,1042,581,1213,D40
101158.jpg,308,445,851,1004,D12
101158.jpg,286,1269,857,1897,D20
101158.jpg,158,966,289,1087,D40
101158.jpg,350,1042,581,1213,D40
101158.jpg,308,445,851,1004,D12
