/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98868_120.18152_2022_02_19_15_05_14.jpg,1213,496,1267,600,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98868_120.18152_2022_02_19_15_05_14.jpg,1309,675,1390,850,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98868_120.18152_2022_02_19_15_05_14.jpg,1104,277,1129,328,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98868_120.18152_2022_02_19_15_05_14.jpg,1216,499,1288,652,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98868_120.18152_2022_02_19_15_05_14.jpg,1393,853,1495,1076,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04354_120.21143_2022_04_19_12_40_44.jpg,1384,390,1651,601,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04354_120.21143_2022_04_19_12_40_44.jpg,1176,487,1420,1066,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98461_120.24781_2020_11_23_14_34_00.jpg,617,510,705,690,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.96122_120.23774_2020_11_23_12_30_24.jpg,684,494,837,688,D20
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99584_120.18211_2021_08_20_11_48_01.jpg,340,500,578,716,D20
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99584_120.18211_2021_08_20_11_48_01.jpg,200,361,323,446,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98802_120.23364_2020_11_23_15_14_45.jpg,824,630,886,701,D41
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.05353_120.20663_2022_04_19_13_17_49.jpg,48,976,180,1069,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/S__5570573.jpg,337,658,639,1326,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/S__5570573.jpg,1019,1119,1248,1251,D40
/mnt/ai_dev/image/result/baby/ast_road_n_7x/S__5570573.jpg,1850,2209,2464,2716,D40
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04538_120.19197_2022_04_19_12_59_09.jpg,623,477,703,556,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04538_120.19197_2022_04_19_12_59_09.jpg,232,758,497,1070,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04538_120.19197_2022_04_19_12_59_09.jpg,1427,463,1767,672,D20
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98696_120.16925_2021_08_20_12_47_26.jpg,695,339,755,497,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04715_120.18405_2022_04_19_14_13_39.jpg,733,448,805,609,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.05881_120.20365_2022_04_19_13_44_56.jpg,538,481,603,756,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.05881_120.20365_2022_04_19_13_44_56.jpg,323,525,593,1069,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC204_22.63577_120.29128_2021_10_03_10_05_32.jpg,752,431,988,589,D20
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC204_22.63577_120.29128_2021_10_03_10_05_32.jpg,752,432,985,588,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC204_22.63577_120.29128_2021_10_03_10_05_32.jpg,400,430,573,510,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC204_22.63577_120.29128_2021_10_03_10_05_32.jpg,457,340,511,420,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC204_22.62726_120.3014_2021_10_03_09_38_20.jpg,,,,,
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99489_120.23302_2022_02_19_15_51_49.jpg,342,364,440,398,D21
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99489_120.23302_2022_02_19_15_51_49.jpg,980,516,1098,549,D10
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99489_120.23302_2022_02_19_15_51_49.jpg,1225,524,1352,555,D10
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99489_120.23302_2022_02_19_15_51_49.jpg,424,754,749,1069,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99489_120.23302_2022_02_19_15_51_49.jpg,1162,721,1273,1066,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98193_120.16694_2021_11_17_14_27_58.jpg,731,227,773,341,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98193_120.16694_2021_11_17_14_27_58.jpg,768,345,812,477,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.99794_120.20956_2021_10_25_13_50_25.jpg,214,468,622,720,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04176_120.21437_2022_04_19_12_31_58.jpg,769,421,874,449,D10
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04176_120.21437_2022_04_19_12_31_58.jpg,716,721,840,1064,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04176_120.21437_2022_04_19_12_31_58.jpg,878,351,950,481,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.04176_120.21437_2022_04_19_12_31_58.jpg,1231,786,1394,1075,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.96948_120.22745_2020_11_23_13_59_30.jpg,956,668,1157,720,D41
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.03984_120.22207_2022_04_19_12_28_37.jpg,597,544,871,678,D10
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.03984_120.22207_2022_04_19_12_28_37.jpg,954,584,1302,914,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.03984_120.22207_2022_04_19_12_28_37.jpg,394,535,870,779,D10
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.05841_120.20872_2022_04_19_13_32_37.jpg,,,,,
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98553_120.20664_2021_10_25_13_05_45.jpg,976,373,1209,567,D20
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.32236_120.40169_2021_12_18_12_36_58.jpg,849,253,936,358,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.32236_120.40169_2021_12_18_12_36_58.jpg,975,429,1235,720,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_23.32236_120.40169_2021_12_18_12_36_58.jpg,496,547,571,714,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98864_120.18448_2021_08_20_11_44_25.jpg,361,392,552,530,D12
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98864_120.18448_2021_08_20_11_44_25.jpg,860,307,954,408,D00
/mnt/ai_dev/image/result/baby/ast_road_n_7x/IPC202_22.98864_120.18448_2021_08_20_11_44_25.jpg,188,581,344,712,D00
