IPC202_23.06162_120.17307_2022_04_19_13_55_00.jpg,1920,1080,D00,1235,306,1291,348
IPC202_23.06162_120.17307_2022_04_19_13_55_00.jpg,1920,1080,D30,1473,228,1547,373
IPC202_23.06162_120.17307_2022_04_19_13_55_00.jpg,1920,1080,D00,1817,892,1919,1075
IPC202_23.06162_120.17307_2022_04_19_13_55_00.jpg,1920,1080,D30,1801,309,1918,589
IPC202_23.06162_120.17307_2022_04_19_13_55_00.jpg,1920,1080,D30,1608,265,1722,481
IPC202_23.18986_120.24993_2021_11_23_14_50_48.jpg,1280,720,D12,1027,505,1109,626
IPC202_23.18986_120.24993_2021_11_23_14_50_48.jpg,1280,720,D12,297,435,681,529
IPC202_23.18986_120.24993_2021_11_23_14_50_48.jpg,1280,720,D20,367,337,690,431
IPC202_23.18986_120.24993_2021_11_23_14_50_48.jpg,1280,720,D20,467,212,687,325
IPC202_23.18986_120.24993_2021_11_23_14_50_48.jpg,1280,720,D20,762,270,914,366
IPC202_23.18986_120.24993_2021_11_23_14_50_48.jpg,1280,720,D20,774,369,1028,683
IPC202_23.18986_120.24993_2021_11_23_14_50_48.jpg,1280,720,D20,216,536,588,714
IPC202_22.97833_120.22706_2020_11_23_12_54_40.jpg,1280,720,D00,852,538,938,712
IPC202_23.00174_120.20283_2021_08_20_13_24_54.jpg,1280,720,D10,484,523,717,553
IPC202_23.00174_120.20283_2021_08_20_13_24_54.jpg,1280,720,D00,734,532,810,718
IPC204_22.62831_120.28411_2021_04_24_12_06_14.jpg,1280,720,D00,1150,309,1280,356
IPC204_22.62546_120.30828_2021_10_03_09_35_19.jpg,1280,720,D10,1,546,27,567
IPC204_22.62546_120.30828_2021_10_03_09_35_19.jpg,1280,720,D10,113,545,196,563
IPC204_22.62546_120.30828_2021_10_03_09_35_19.jpg,1280,720,D10,222,636,338,665
IPC204_22.62393_120.31341_2021_10_03_09_28_12.jpg,1280,720,D21,898,357,1047,383
IPC204_22.62393_120.31341_2021_10_03_09_28_12.jpg,1280,720,D21,916,385,1069,417
IPC204_22.62393_120.31341_2021_10_03_09_28_12.jpg,1280,720,D10,576,442,705,507
IPC204_22.62393_120.31341_2021_10_03_09_28_12.jpg,1280,720,D20,1080,535,1270,715
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D12,1134,246,1242,317
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D00,960,423,1048,506
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D20,1028,601,1194,707
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D12,994,519,1126,594
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D20,1125,346,1243,436
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D20,974,241,1114,388
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D12,802,565,894,676
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D40,898,603,1004,667
IPC202_23.00574_120.21581_2021_08_20_13_29_29.jpg,1280,720,D20,732,281,876,342
IPC202_23.21942_120.36062_2021_11_23_15_51_09.jpg,1280,720,D00,1088,437,1280,635
IPC202_23.21942_120.36062_2021_11_23_15_51_09.jpg,1280,720,D00,700,246,758,426
IPC202_23.05894_120.20471_2022_04_19_13_38_48.jpg,1920,1080,D00,871,337,952,488
IPC202_23.05894_120.20471_2022_04_19_13_38_48.jpg,1920,1080,D00,610,494,868,1071
IPC202_22.98998_120.24706_2020_11_23_14_46_41.jpg,1280,720,D00,768,558,784,616
IPC202_22.98998_120.24706_2020_11_23_14_46_41.jpg,1280,720,D00,181,667,222,691
IPC202_22.98998_120.24706_2020_11_23_14_46_41.jpg,1280,720,D00,138,694,178,718
IPC202_22.98998_120.24706_2020_11_23_14_46_41.jpg,1280,720,D00,222,636,269,664
IPC202_22.98998_120.24706_2020_11_23_14_46_41.jpg,1280,720,D00,624,490,656,541
IPC202_22.98998_120.24706_2020_11_23_14_46_41.jpg,1280,720,D10,358,688,450,718
IPC204_22.6232_120.31176_2021_10_03_09_19_07.jpg,1280,720,D00,198,623,280,717
IPC202_23.01276_120.1852_2020_11_23_10_51_27.jpg,1280,720,D12,399,566,500,644
IPC202_23.01276_120.1852_2020_11_23_10_51_27.jpg,1280,720,D12,268,633,381,716
IPC202_23.29904_120.29299_2021_12_18_13_03_53.jpg,1280,720,D12,928,283,984,326
IPC202_23.29904_120.29299_2021_12_18_13_03_53.jpg,1280,720,D20,1180,437,1280,525
IPC202_23.29904_120.29299_2021_12_18_13_03_53.jpg,1280,720,D12,889,251,952,299
IPC202_23.29904_120.29299_2021_12_18_13_03_53.jpg,1280,720,D12,1081,387,1159,451
IPC202_23.29904_120.29299_2021_12_18_13_03_53.jpg,1280,720,D12,990,329,1066,402
IPC202_23.29904_120.29299_2021_12_18_13_03_53.jpg,1280,720,D12,1101,545,1274,707
IPC202_23.29904_120.29299_2021_12_18_13_03_53.jpg,1280,720,D12,864,469,1084,718
S__8650761.jpg,960,1706,D40,317,242,348,273
S__8650761.jpg,960,1706,D20,673,363,960,1042
S__8650761.jpg,960,1706,D40,475,231,597,300
S__8650761.jpg,960,1706,D12,721,176,849,355
S__8650761.jpg,960,1706,D40,350,841,588,1210
S__8650761.jpg,960,1706,D12,203,1257,456,1702
IPC202_23.20265_120.35007_2021_11_23_15_38_42.jpg,1280,720,D12,485,311,611,471
IPC204_22.71394_120.28993_2021_09_17_10_20_18_1719.jpg,1280,720,D10,490,438,560,452
IPC204_22.71394_120.28993_2021_09_17_10_20_18_1719.jpg,1280,720,D10,235,407,419,431
IPC204_22.71394_120.28993_2021_09_17_10_20_18_1719.jpg,1280,720,D10,426,399,558,421
IPC204_22.71394_120.28993_2021_09_17_10_20_18_1719.jpg,1280,720,D10,224,445,456,469
