/mnt/ai_dev/image/result/astroad/ast_road_newIPC204_22.61608_120.29893_2021_09_25_10_03_30.jpg,,,,,
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.97293_120.22987_2021_12_10_12_07_07_1981.jpg,998,359,1042,423,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.97293_120.22987_2021_12_10_12_07_07_1981.jpg,998,359,1042,423,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.02877_120.21419_2022_04_19_12_24_44.jpg,1506,609,1863,826,D12
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.02877_120.21419_2022_04_19_12_24_44.jpg,140,616,570,818,D12
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.21813_120.36317_2021_11_23_15_50_14.jpg,762,174,812,239,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.21813_120.36317_2021_11_23_15_50_14.jpg,896,336,1208,714,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.05971_120.2077_2022_04_19_13_36_03.jpg,1192,318,1339,482,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.31121_120.27075_2021_12_18_11_19_15.jpg,346,272,436,345,D00
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,245,872,448,962,D12
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,719,235,816,256,D10
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,322,634,778,773,D40
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,503,355,829,572,D00
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,0,891,566,1307,D40
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,245,872,448,962,D12
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,719,235,816,256,D10
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,322,634,778,773,D40
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,503,355,829,572,D00
/mnt/ai_dev/image/result/astroad/ast_road_new305888.jpg,0,891,566,1307,D40
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.30468_120.3009_2021_12_18_12_58_54.jpg,650,205,697,433,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98363_120.29308_2022_04_02_12_15_12.jpg,,,,,
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.30905_120.32415_2021_12_18_11_39_36.jpg,479,292,508,328,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.30905_120.32415_2021_12_18_11_39_36.jpg,505,251,535,299,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.30905_120.32415_2021_12_18_11_39_36.jpg,204,591,295,720,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.30905_120.32415_2021_12_18_11_39_36.jpg,427,345,467,403,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.30905_120.32415_2021_12_18_11_39_36.jpg,449,317,688,555,D12
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98798_120.24345_2020_11_23_15_43_24.jpg,6,611,154,702,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98798_120.24345_2020_11_23_15_43_24.jpg,872,630,936,710,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98798_120.24345_2020_11_23_15_43_24.jpg,252,503,375,567,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98798_120.24345_2020_11_23_15_43_24.jpg,6,611,154,702,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98798_120.24345_2020_11_23_15_43_24.jpg,872,630,936,710,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98798_120.24345_2020_11_23_15_43_24.jpg,252,503,375,567,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.27915_120.33813_2021_12_18_13_17_07.jpg,339,479,727,719,D20
/mnt/ai_dev/image/result/astroad/ast_road_newIPC204_22.63002_120.29465_2021_10_03_10_00_30.jpg,784,339,848,371,D21
/mnt/ai_dev/image/result/astroad/ast_road_newIPC204_22.63002_120.29465_2021_10_03_10_00_30.jpg,393,607,447,720,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC204_22.63002_120.29465_2021_10_03_10_00_30.jpg,701,472,892,720,D12
/mnt/ai_dev/image/result/astroad/ast_road_newIPC204_22.63002_120.29465_2021_10_03_10_00_30.jpg,78,576,462,720,D60
/mnt/ai_dev/image/result/astroad/ast_road_new318449.jpg,778,914,960,946,D10
/mnt/ai_dev/image/result/astroad/ast_road_new318449.jpg,778,914,960,946,D10
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.19475_120.31656_2021_11_23_15_04_36.jpg,,,,,
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.99638_120.16949_2021_08_20_12_23_18.jpg,256,368,312,414,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.99638_120.16949_2021_08_20_12_23_18.jpg,665,227,705,395,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.98446_120.17018_2021_11_17_14_31_02.jpg,,,,,
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.0425_120.205_2022_04_19_12_52_34.jpg,1574,477,1920,746,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.0425_120.205_2022_04_19_12_52_34.jpg,684,411,794,543,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.0425_120.205_2022_04_19_12_52_34.jpg,346,625,586,726,D41
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_23.0425_120.205_2022_04_19_12_52_34.jpg,294,869,386,1023,D00
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.97509_120.23035_2022_03_06_15_27_25_6561.jpg,972,469,1113,536,D41
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.97509_120.23035_2022_03_06_15_27_25_6561.jpg,867,711,1384,802,D10
/mnt/ai_dev/image/result/astroad/ast_road_newIPC202_22.97509_120.23035_2022_03_06_15_27_25_6561.jpg,1737,733,1917,791,D10
